EmployeeID,Age,AgeGroup,Gender,MaritalStatus,Department,JobRole,Region,EducationLevel,EducationField,MonthlyIncome,PercentSalaryHike,StockOptionLevel,YearsAtCompany,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,BusinessTravel,DistanceFromHome,OverTime,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,RelationshipSatisfaction,JobInvolvement,PerformanceRating,StandardHours,EmployeeCount,Over18,Attrition
EMP1734,20,18-30,Male,Married,Research & Development,Manufacturing Director,West,3,Human Resources,9178,21,2,1,3,3,2,Travel_Rarely,12,No,4,3,1,4,3,4,80,1,Y,No
EMP1735,47,46+,Male,Married,Research & Development,Research Scientist,East,1,Medical,7946,11,0,4,10,1,2,Travel_Rarely,23,No,1,4,1,1,3,4,80,1,Y,Yes
EMP1736,45,31-45,Male,Single,Human Resources,Manager,East,3,Human Resources,7264,25,0,3,1,9,2,Non-Travel,8,No,4,3,2,3,4,3,80,1,Y,No
EMP1737,26,18-30,Female,Married,Research & Development,Laboratory Technician,West,3,Life Sciences,5987,25,1,0,0,2,3,Travel_Rarely,9,No,3,3,3,1,4,3,80,1,Y,No
EMP1738,32,31-45,Female,Single,Research & Development,Laboratory Technician,South,3,Life Sciences,7322,16,0,6,8,1,3,Travel_Rarely,12,Yes,3,2,1,4,3,3,80,1,Y,No
EMP1739,25,18-30,Male,Divorced,Research & Development,Research Scientist,South,3,Technical Degree,6092,14,0,4,11,1,3,Travel_Rarely,1,Yes,4,2,3,2,4,3,80,1,Y,Yes
EMP1740,34,31-45,Female,Married,Research & Development,Manufacturing Director,East,3,Marketing,6716,18,0,2,2,2,2,Travel_Rarely,29,No,2,2,2,4,2,3,80,1,Y,No
EMP1741,33,31-45,Male,Single,Research & Development,Laboratory Technician,South,4,Life Sciences,6057,19,0,4,0,4,1,Travel_Rarely,4,No,1,3,2,4,4,4,80,1,Y,No
EMP1742,41,31-45,Male,Married,Sales,Sales Executive,South,2,Life Sciences,9299,18,1,10,2,1,1,Travel_Rarely,8,No,3,3,4,4,3,3,80,1,Y,Yes
EMP1743,50,46+,Female,Married,Research & Development,Healthcare Representative,South,5,Technical Degree,11077,18,1,11,0,5,3,Travel_Rarely,5,No,2,4,4,4,3,3,80,1,Y,No
EMP1744,50,46+,Female,Married,Research & Development,Laboratory Technician,East,3,Medical,9325,23,0,7,8,1,1,Non-Travel,5,No,3,2,3,2,3,3,80,1,Y,No
EMP1745,28,18-30,Male,Divorced,Sales,Sales Representative,West,2,Medical,5967,23,1,4,4,2,1,Travel_Rarely,10,No,2,3,2,2,4,3,80,1,Y,Yes
EMP1746,33,31-45,Male,Married,Human Resources,Human Resources,North,3,Life Sciences,6633,12,1,6,1,4,2,Travel_Rarely,29,Yes,4,3,4,3,2,3,80,1,Y,No
EMP1747,20,18-30,Female,Married,Research & Development,Laboratory Technician,West,1,Life Sciences,4867,24,1,3,8,1,1,Travel_Rarely,9,No,3,3,3,3,3,3,80,1,Y,No
EMP1748,28,18-30,Female,Divorced,Research & Development,Laboratory Technician,East,2,Other,5479,20,3,0,4,3,1,Travel_Rarely,14,No,1,3,4,1,3,3,80,1,Y,Yes
EMP1749,43,31-45,Female,Married,Human Resources,Manager,West,3,Life Sciences,8300,12,3,3,12,5,1,Travel_Rarely,1,No,4,3,3,3,3,3,80,1,Y,Yes
EMP1750,53,46+,Male,Married,Research & Development,Research Scientist,East,4,Medical,9325,16,1,5,15,3,5,Travel_Rarely,14,No,2,4,2,4,3,3,80,1,Y,No
EMP1751,22,18-30,Female,Married,Sales,Sales Executive,West,4,Technical Degree,6850,25,2,6,0,3,1,Travel_Rarely,3,No,2,3,3,4,3,3,80,1,Y,No
EMP1752,29,18-30,Female,Married,Human Resources,Human Resources,North,3,Life Sciences,4325,15,0,19,0,6,4,Travel_Rarely,1,No,2,3,3,2,3,3,80,1,Y,No
EMP1753,36,31-45,Male,Divorced,Research & Development,Healthcare Representative,West,1,Medical,6701,16,1,10,3,9,1,Travel_Frequently,1,No,3,2,3,3,2,3,80,1,Y,No
EMP1754,39,31-45,Female,Married,Research & Development,Research Scientist,North,3,Medical,6735,19,1,1,12,1,4,Travel_Frequently,10,No,3,2,2,3,3,3,80,1,Y,No
EMP1755,26,18-30,Female,Single,Sales,Sales Executive,West,3,Medical,6960,22,1,1,17,4,3,Travel_Rarely,29,No,3,3,4,4,3,4,80,1,Y,No
EMP1756,41,31-45,Female,Divorced,Research & Development,Healthcare Representative,West,4,Medical,9874,20,0,0,3,0,4,Travel_Rarely,9,No,1,3,2,3,4,3,80,1,Y,No
EMP1757,32,31-45,Female,Married,Research & Development,Manufacturing Director,South,4,Life Sciences,9711,17,0,9,0,0,4,Travel_Rarely,2,Yes,4,4,3,4,3,3,80,1,Y,No
EMP1758,36,31-45,Female,Single,Research & Development,Laboratory Technician,North,4,Medical,7525,15,0,8,0,1,3,Travel_Rarely,2,No,4,3,3,4,2,3,80,1,Y,No
EMP1759,39,31-45,Female,Married,Human Resources,Human Resources,West,3,Medical,5766,20,1,30,5,9,4,Travel_Rarely,6,Yes,2,3,3,4,3,3,80,1,Y,Yes
EMP1760,37,31-45,Male,Married,Research & Development,Research Scientist,North,3,Medical,7457,17,3,5,3,3,2,Travel_Rarely,1,No,4,3,2,4,3,3,80,1,Y,No
EMP1761,30,18-30,Female,Divorced,Sales,Manager,West,2,Life Sciences,5460,18,0,12,3,1,3,Travel_Rarely,4,No,3,2,3,4,3,3,80,1,Y,No
EMP1762,35,31-45,Female,Divorced,Research & Development,Laboratory Technician,North,5,Medical,9117,21,2,6,2,1,2,Travel_Rarely,9,No,1,3,2,4,3,4,80,1,Y,No
EMP1763,33,31-45,Female,Single,Sales,Manager,North,2,Human Resources,4856,22,0,14,5,7,4,Travel_Rarely,29,Yes,1,3,3,2,2,3,80,1,Y,No
EMP1764,33,31-45,Male,Divorced,Research & Development,Research Scientist,West,1,Medical,4734,11,2,8,7,2,4,Travel_Rarely,4,No,1,2,2,2,3,3,80,1,Y,No
EMP1765,31,31-45,Male,Married,Sales,Sales Executive,East,2,Marketing,5964,20,2,7,1,2,1,Travel_Rarely,2,No,4,2,4,4,3,3,80,1,Y,No
EMP1766,52,46+,Male,Married,Research & Development,Manufacturing Director,West,4,Medical,10431,21,0,5,0,6,2,Travel_Rarely,15,No,3,3,4,1,3,3,80,1,Y,No
EMP1767,42,31-45,Female,Married,Research & Development,Laboratory Technician,South,3,Technical Degree,7127,21,0,8,4,3,4,Travel_Frequently,12,No,2,2,4,3,4,3,80,1,Y,Yes
EMP1768,32,31-45,Female,Single,Human Resources,Human Resources,East,3,Human Resources,7578,17,0,3,9,1,3,Travel_Rarely,17,No,1,3,4,4,3,3,80,1,Y,No
EMP1769,43,31-45,Male,Married,Research & Development,Laboratory Technician,East,5,Life Sciences,9678,14,3,0,1,2,5,Travel_Rarely,2,Yes,3,3,1,4,3,3,80,1,Y,No
EMP1770,33,31-45,Male,Single,Research & Development,Healthcare Representative,East,4,Medical,9896,15,0,0,1,7,2,Travel_Frequently,4,Yes,3,2,4,1,4,3,80,1,Y,Yes
EMP1771,44,31-45,Male,Married,Sales,Sales Representative,East,3,Life Sciences,6857,23,1,4,1,7,2,Travel_Rarely,29,No,4,2,1,3,2,3,80,1,Y,No
EMP1772,40,31-45,Male,Divorced,Research & Development,Healthcare Representative,East,2,Life Sciences,5872,12,0,6,1,0,2,Travel_Frequently,1,No,4,4,3,3,2,3,80,1,Y,No
EMP1773,33,31-45,Female,Divorced,Sales,Manager,South,4,Life Sciences,8058,20,2,0,0,1,2,Travel_Frequently,10,No,3,3,2,2,3,3,80,1,Y,No
EMP1774,41,31-45,Male,Single,Research & Development,Laboratory Technician,South,4,Technical Degree,9015,15,0,2,3,1,2,Travel_Rarely,2,No,3,3,4,4,3,3,80,1,Y,No
EMP1775,21,18-30,Male,Single,Research & Development,Healthcare Representative,West,3,Life Sciences,6922,19,0,2,1,3,2,Non-Travel,6,No,2,1,3,3,3,3,80,1,Y,No
EMP1776,23,18-30,Male,Divorced,Sales,Sales Executive,North,3,Medical,4882,11,0,5,3,5,1,Travel_Rarely,14,Yes,4,3,3,4,3,4,80,1,Y,No
EMP1777,23,18-30,Male,Married,Sales,Manager,East,2,Medical,6670,13,0,2,0,1,2,Travel_Rarely,6,No,1,3,4,1,2,3,80,1,Y,No
EMP1778,38,31-45,Female,Divorced,Research & Development,Healthcare Representative,North,4,Life Sciences,7679,14,0,0,0,5,1,Travel_Frequently,14,Yes,2,3,3,3,3,3,80,1,Y,No
EMP1779,54,46+,Male,Married,Research & Development,Laboratory Technician,East,3,Human Resources,9562,19,1,1,3,4,3,Travel_Rarely,5,No,4,4,3,4,3,3,80,1,Y,No
EMP1780,59,46+,Female,Married,Research & Development,Healthcare Representative,East,3,Technical Degree,9168,12,0,1,2,4,2,Travel_Frequently,29,Yes,1,2,1,3,2,3,80,1,Y,No
EMP1781,43,31-45,Male,Single,Research & Development,Research Scientist,North,1,Medical,8065,17,1,12,1,8,1,Travel_Rarely,5,Yes,2,3,4,2,3,3,80,1,Y,No
EMP1782,42,31-45,Male,Single,Research & Development,Manufacturing Director,North,4,Medical,7325,19,0,2,7,2,2,Travel_Frequently,1,Yes,3,1,4,4,3,3,80,1,Y,Yes
EMP1783,18,18-30,Male,Single,Sales,Sales Executive,North,3,Life Sciences,6339,22,0,8,0,2,1,Travel_Rarely,4,No,1,3,4,4,4,4,80,1,Y,No
EMP1784,31,31-45,Female,Single,Research & Development,Research Scientist,East,2,Marketing,7869,20,0,5,1,4,4,Travel_Rarely,12,No,2,2,2,3,2,4,80,1,Y,No
EMP1785,26,18-30,Male,Married,Sales,Sales Executive,West,3,Life Sciences,6519,14,1,26,3,5,2,Non-Travel,16,Yes,3,3,2,3,3,3,80,1,Y,No
EMP1786,29,18-30,Female,Married,Human Resources,Manager,North,3,Marketing,8292,15,0,2,8,1,4,Travel_Rarely,5,No,3,3,3,1,3,3,80,1,Y,No
EMP1787,35,31-45,Female,Married,Research & Development,Manufacturing Director,East,3,Technical Degree,8048,22,0,1,2,6,2,Travel_Rarely,8,No,1,3,2,4,3,3,80,1,Y,No
EMP1788,32,31-45,Male,Divorced,Research & Development,Manufacturing Director,South,3,Life Sciences,8662,22,1,0,2,0,4,Non-Travel,16,No,4,3,2,4,4,3,80,1,Y,No
EMP1789,18,18-30,Female,Married,Research & Development,Laboratory Technician,South,3,Technical Degree,6550,22,0,1,3,0,2,Travel_Rarely,15,No,1,4,3,1,4,3,80,1,Y,No
EMP1790,41,31-45,Female,Married,Human Resources,Human Resources,West,5,Life Sciences,9075,20,1,8,1,1,1,Travel_Rarely,9,No,4,3,4,2,3,3,80,1,Y,No
EMP1791,24,18-30,Male,Divorced,Sales,Sales Executive,South,1,Human Resources,3580,14,0,0,4,9,4,Travel_Rarely,15,Yes,1,3,4,4,3,3,80,1,Y,No
EMP1792,39,31-45,Male,Married,Research & Development,Manufacturing Director,South,1,Life Sciences,7359,22,0,1,1,3,1,Travel_Rarely,7,No,3,1,1,1,3,3,80,1,Y,No
EMP1793,57,46+,Female,Single,Research & Development,Laboratory Technician,North,2,Medical,7807,17,1,13,6,0,3,Travel_Rarely,1,No,1,1,2,4,3,3,80,1,Y,Yes
EMP1794,27,18-30,Male,Married,Research & Development,Research Scientist,North,3,Life Sciences,7328,18,0,6,1,9,2,Travel_Rarely,1,Yes,1,3,2,4,3,4,80,1,Y,No
EMP1795,18,18-30,Female,Married,Sales,Sales Representative,North,3,Technical Degree,6201,18,0,0,17,5,3,Travel_Frequently,29,No,1,1,2,4,2,3,80,1,Y,No
EMP1796,32,31-45,Male,Married,Human Resources,Manager,North,4,Medical,7928,25,1,0,1,6,4,Travel_Frequently,1,No,3,3,3,4,3,3,80,1,Y,No
EMP1797,44,31-45,Male,Single,Human Resources,Human Resources,East,4,Life Sciences,8507,24,0,0,8,1,6,Travel_Rarely,4,Yes,3,1,3,3,4,3,80,1,Y,No
EMP1798,56,46+,Female,Single,Research & Development,Research Scientist,South,3,Medical,9075,24,1,19,2,1,2,Travel_Rarely,24,No,1,3,4,1,3,3,80,1,Y,No
EMP1799,24,18-30,Female,Married,Research & Development,Manufacturing Director,East,5,Life Sciences,6815,25,2,13,1,3,2,Travel_Rarely,1,Yes,4,3,3,4,3,3,80,1,Y,No
EMP1800,39,31-45,Male,Single,Human Resources,Human Resources,North,2,Medical,3908,13,1,13,1,5,6,Travel_Rarely,16,No,2,2,3,3,2,3,80,1,Y,No
EMP1801,32,31-45,Female,Married,Research & Development,Laboratory Technician,South,4,Human Resources,8042,12,0,18,7,4,4,Travel_Rarely,15,No,3,2,4,3,2,3,80,1,Y,Yes
EMP1802,33,31-45,Male,Married,Sales,Manager,East,3,Life Sciences,8305,16,1,4,1,4,0,Travel_Rarely,29,Yes,2,3,4,2,2,3,80,1,Y,No
EMP1803,63,46+,Male,Married,Research & Development,Healthcare Representative,West,3,Life Sciences,10170,22,0,1,1,5,2,Travel_Rarely,2,Yes,3,3,3,2,2,3,80,1,Y,No
EMP1804,21,18-30,Female,Single,Research & Development,Laboratory Technician,North,4,Life Sciences,6978,11,0,3,0,1,1,Travel_Rarely,3,Yes,4,3,4,2,2,3,80,1,Y,No
EMP1805,39,31-45,Male,Single,Research & Development,Healthcare Representative,West,3,Medical,8291,22,2,8,13,4,6,Travel_Rarely,20,Yes,3,3,3,4,3,3,80,1,Y,No
EMP1806,41,31-45,Male,Divorced,Research & Development,Healthcare Representative,East,2,Life Sciences,7414,19,0,14,1,2,1,Travel_Rarely,2,Yes,2,2,4,3,3,4,80,1,Y,No
EMP1807,44,31-45,Male,Married,Human Resources,Manager,East,3,Life Sciences,7753,17,0,3,1,0,2,Travel_Rarely,7,No,2,1,2,2,2,3,80,1,Y,No
EMP1808,35,31-45,Female,Divorced,Human Resources,Human Resources,South,3,Life Sciences,6314,18,0,5,11,1,3,Travel_Rarely,11,No,4,1,1,3,4,3,80,1,Y,No
EMP1809,40,31-45,Male,Married,Research & Development,Laboratory Technician,North,4,Medical,7521,17,3,18,9,5,4,Travel_Rarely,2,No,1,3,4,1,4,3,80,1,Y,No
EMP1810,30,18-30,Male,Married,Sales,Sales Representative,North,3,Other,6609,15,0,0,1,7,4,Travel_Rarely,25,No,2,3,3,4,3,3,80,1,Y,No
EMP1811,37,31-45,Female,Married,Human Resources,Human Resources,East,4,Life Sciences,7243,15,0,13,8,1,2,Travel_Rarely,9,No,1,2,3,3,3,3,80,1,Y,No
EMP1812,33,31-45,Male,Divorced,Research & Development,Manufacturing Director,South,3,Medical,9890,17,1,1,1,1,2,Travel_Rarely,1,No,2,3,4,1,1,3,80,1,Y,No
EMP1813,39,31-45,Female,Divorced,Sales,Sales Representative,West,3,Marketing,6453,17,1,4,0,0,5,Travel_Rarely,1,No,1,3,2,2,3,3,80,1,Y,No
EMP1814,31,31-45,Female,Divorced,Human Resources,Human Resources,South,4,Marketing,6688,12,0,1,6,8,3,Travel_Rarely,1,No,4,4,3,4,4,3,80,1,Y,No
EMP1815,38,31-45,Male,Divorced,Human Resources,Manager,North,3,Life Sciences,6732,12,2,6,5,4,3,Travel_Rarely,2,Yes,4,3,4,3,3,3,80,1,Y,No
EMP1816,36,31-45,Male,Married,Research & Development,Manufacturing Director,East,5,Medical,8142,17,0,5,1,8,3,Travel_Rarely,11,No,3,3,4,2,3,4,80,1,Y,No
EMP1817,48,46+,Male,Single,Research & Development,Manufacturing Director,South,3,Technical Degree,9455,15,0,3,0,6,2,Travel_Rarely,1,No,2,3,4,3,2,3,80,1,Y,No
EMP1818,36,31-45,Female,Married,Research & Development,Healthcare Representative,East,3,Life Sciences,10565,12,0,13,0,2,3,Travel_Rarely,3,No,3,4,4,2,3,3,80,1,Y,No
EMP1819,18,18-30,Female,Single,Sales,Manager,East,1,Medical,4555,25,1,7,5,1,2,Travel_Rarely,21,No,3,4,4,1,2,4,80,1,Y,No
EMP1820,49,46+,Male,Single,Research & Development,Laboratory Technician,West,3,Life Sciences,9539,11,0,8,13,3,2,Travel_Rarely,7,No,3,3,4,4,3,3,80,1,Y,No
EMP1821,27,18-30,Male,Married,Research & Development,Laboratory Technician,West,2,Life Sciences,4465,19,1,1,1,0,4,Travel_Rarely,2,Yes,1,3,2,2,3,4,80,1,Y,No
EMP1822,28,18-30,Male,Married,Sales,Sales Representative,East,4,Medical,6467,21,3,15,6,1,0,Travel_Frequently,28,No,4,3,1,4,3,3,80,1,Y,No
EMP1823,31,31-45,Male,Married,Research & Development,Manufacturing Director,East,2,Marketing,8946,18,0,1,1,1,2,Non-Travel,2,No,3,3,3,3,2,3,80,1,Y,No
EMP1824,50,46+,Male,Married,Research & Development,Laboratory Technician,West,2,Life Sciences,8534,12,3,1,4,4,2,Travel_Rarely,21,Yes,4,3,1,2,4,3,80,1,Y,No
EMP1825,18,18-30,Female,Married,Research & Development,Research Scientist,South,2,Medical,6642,12,0,0,0,3,1,Travel_Rarely,11,No,1,2,1,4,3,3,80,1,Y,No
EMP1826,60,46+,Male,Divorced,Human Resources,Manager,North,2,Medical,7652,13,0,4,3,2,4,Travel_Frequently,12,No,2,3,4,3,3,3,80,1,Y,No
EMP1827,47,46+,Female,Married,Research & Development,Laboratory Technician,South,3,Medical,9069,14,1,15,1,3,3,Travel_Frequently,13,No,1,3,3,4,3,4,80,1,Y,Yes
EMP1828,39,31-45,Male,Married,Research & Development,Manufacturing Director,North,4,Marketing,10479,19,1,2,10,1,1,Travel_Frequently,6,No,4,3,4,4,4,4,80,1,Y,No
EMP1829,36,31-45,Male,Married,Research & Development,Laboratory Technician,East,4,Life Sciences,6887,22,1,3,1,5,2,Travel_Rarely,15,No,2,3,3,4,2,3,80,1,Y,Yes
EMP1830,39,31-45,Male,Divorced,Research & Development,Healthcare Representative,East,4,Human Resources,11143,16,0,13,2,4,2,Travel_Frequently,16,No,4,3,3,1,4,3,80,1,Y,No
EMP1831,38,31-45,Female,Married,Sales,Sales Executive,East,4,Medical,5884,13,2,6,7,1,1,Non-Travel,4,No,4,3,1,1,2,3,80,1,Y,No
EMP1832,43,31-45,Male,Single,Research & Development,Manufacturing Director,North,2,Medical,7457,24,1,9,2,3,3,Travel_Rarely,4,No,3,3,4,3,2,3,80,1,Y,No
EMP1833,39,31-45,Male,Married,Sales,Sales Executive,East,4,Technical Degree,6816,25,0,1,1,3,2,Travel_Frequently,19,No,3,3,1,2,3,3,80,1,Y,No
EMP1834,34,31-45,Male,Married,Sales,Manager,South,2,Life Sciences,6293,18,2,8,3,0,3,Travel_Rarely,6,Yes,4,3,3,3,4,3,80,1,Y,No
EMP1835,35,31-45,Female,Single,Research & Development,Manufacturing Director,East,3,Life Sciences,6781,16,3,1,7,1,1,Travel_Rarely,18,Yes,3,3,1,1,1,3,80,1,Y,No
EMP1836,35,31-45,Male,Married,Research & Development,Laboratory Technician,East,3,Marketing,6690,18,0,30,2,9,2,Travel_Rarely,8,Yes,2,2,2,3,3,3,80,1,Y,No
EMP1837,33,31-45,Male,Single,Human Resources,Human Resources,South,1,Medical,4415,20,1,5,0,0,1,Travel_Rarely,8,No,3,3,2,1,3,3,80,1,Y,No
EMP1838,48,46+,Female,Single,Research & Development,Healthcare Representative,North,4,Human Resources,10012,22,1,8,1,3,1,Travel_Rarely,1,Yes,4,2,3,4,3,3,80,1,Y,No
EMP1839,42,31-45,Female,Single,Research & Development,Healthcare Representative,North,3,Other,8074,12,1,0,12,6,4,Travel_Rarely,2,No,2,3,4,4,4,3,80,1,Y,No
EMP1840,18,18-30,Male,Divorced,Research & Development,Manufacturing Director,West,4,Life Sciences,6240,25,0,2,0,2,1,Travel_Rarely,6,No,4,2,3,1,3,4,80,1,Y,No
EMP1841,39,31-45,Female,Married,Sales,Sales Representative,West,3,Medical,7758,18,1,1,2,1,1,Travel_Rarely,7,Yes,1,3,3,4,4,3,80,1,Y,No
EMP1842,38,31-45,Male,Single,Research & Development,Manufacturing Director,East,2,Life Sciences,5846,21,3,3,4,7,5,Travel_Rarely,8,Yes,2,2,4,2,3,3,80,1,Y,No
EMP1843,33,31-45,Female,Married,Sales,Manager,North,4,Life Sciences,7707,15,0,2,0,2,3,Travel_Rarely,11,Yes,1,3,4,3,3,4,80,1,Y,No
EMP1844,31,31-45,Female,Married,Human Resources,Human Resources,South,2,Marketing,5967,20,1,9,1,4,1,Non-Travel,9,No,1,3,4,2,3,3,80,1,Y,No
EMP1845,44,31-45,Male,Married,Sales,Manager,East,3,Marketing,7744,24,1,0,11,5,5,Non-Travel,16,Yes,4,2,3,4,3,4,80,1,Y,No
EMP1846,46,46+,Female,Married,Research & Development,Healthcare Representative,West,1,Medical,8503,25,0,9,0,5,1,Travel_Frequently,3,No,4,3,4,3,3,3,80,1,Y,No
EMP1847,27,18-30,Male,Divorced,Sales,Manager,North,3,Life Sciences,8432,24,0,0,5,9,3,Travel_Rarely,9,No,4,2,3,1,3,4,80,1,Y,Yes
EMP1848,38,31-45,Male,Married,Human Resources,Human Resources,North,3,Life Sciences,7427,22,1,1,7,5,0,Travel_Rarely,1,No,4,3,1,4,3,3,80,1,Y,No
EMP1849,27,18-30,Female,Divorced,Research & Development,Laboratory Technician,East,3,Life Sciences,6920,14,0,10,1,4,3,Travel_Frequently,5,No,2,3,1,2,4,3,80,1,Y,No
EMP1850,23,18-30,Female,Single,Research & Development,Manufacturing Director,South,5,Technical Degree,6220,13,0,9,0,7,2,Travel_Rarely,2,Yes,1,3,2,4,3,3,80,1,Y,No
EMP1851,28,18-30,Male,Divorced,Sales,Sales Executive,North,4,Life Sciences,4071,22,1,4,9,7,1,Travel_Rarely,4,Yes,3,3,3,2,2,3,80,1,Y,No
EMP1852,45,31-45,Male,Married,Research & Development,Healthcare Representative,North,3,Technical Degree,8753,19,1,0,5,9,3,Travel_Rarely,3,Yes,4,3,4,4,4,3,80,1,Y,No
EMP1853,42,31-45,Male,Single,Sales,Sales Representative,East,3,Medical,6148,20,0,6,0,5,3,Travel_Rarely,1,Yes,1,2,4,3,3,3,80,1,Y,No
EMP1854,39,31-45,Female,Single,Human Resources,Manager,West,2,Marketing,3671,17,1,3,0,1,3,Travel_Rarely,5,Yes,4,3,4,4,3,3,80,1,Y,No
EMP1855,40,31-45,Female,Married,Sales,Sales Executive,West,3,Medical,7078,17,1,2,3,4,4,Travel_Rarely,29,No,3,1,3,4,3,3,80,1,Y,No
EMP1856,38,31-45,Female,Single,Sales,Manager,East,2,Medical,7227,16,0,7,2,0,2,Non-Travel,3,Yes,4,3,4,4,3,3,80,1,Y,No
EMP1857,28,18-30,Male,Divorced,Sales,Sales Executive,South,2,Medical,7033,19,1,4,2,2,2,Travel_Rarely,11,No,2,3,2,3,3,3,80,1,Y,No
EMP1858,41,31-45,Female,Divorced,Research & Development,Manufacturing Director,North,5,Marketing,10353,13,1,0,12,1,3,Travel_Rarely,7,Yes,3,2,3,4,3,4,80,1,Y,Yes
EMP1859,45,31-45,Female,Single,Research & Development,Manufacturing Director,East,3,Medical,9650,24,0,17,2,8,3,Travel_Rarely,3,No,4,2,3,4,2,3,80,1,Y,No
EMP1860,40,31-45,Female,Single,Sales,Sales Representative,South,3,Medical,8583,11,2,10,8,2,2,Travel_Rarely,1,No,4,1,4,1,3,3,80,1,Y,No
EMP1861,48,46+,Male,Divorced,Research & Development,Healthcare Representative,East,2,Medical,6678,17,1,0,4,4,2,Non-Travel,2,No,2,4,3,4,2,3,80,1,Y,No
EMP1862,44,31-45,Male,Single,Research & Development,Laboratory Technician,South,3,Life Sciences,8340,19,0,5,0,3,2,Travel_Rarely,13,No,4,3,3,3,3,3,80,1,Y,No
EMP1863,40,31-45,Male,Single,Research & Development,Healthcare Representative,North,1,Medical,8095,25,0,0,5,1,6,Travel_Rarely,2,No,4,3,2,1,2,3,80,1,Y,Yes
EMP1864,47,46+,Female,Married,Research & Development,Manufacturing Director,North,1,Other,8015,16,1,12,2,3,2,Travel_Frequently,1,No,1,3,4,3,3,3,80,1,Y,No
EMP1865,36,31-45,Male,Divorced,Research & Development,Laboratory Technician,South,1,Life Sciences,6893,20,0,6,1,4,1,Travel_Rarely,3,No,1,2,4,3,4,3,80,1,Y,No
EMP1866,28,18-30,Female,Divorced,Research & Development,Research Scientist,North,3,Life Sciences,7273,12,0,1,1,7,2,Travel_Rarely,7,Yes,3,3,3,3,3,3,80,1,Y,No
EMP1867,32,31-45,Male,Married,Sales,Sales Representative,North,3,Life Sciences,7154,23,0,0,3,0,3,Travel_Rarely,10,No,3,3,1,3,3,4,80,1,Y,No
EMP1868,27,18-30,Female,Single,Sales,Sales Representative,West,1,Medical,5567,18,1,0,3,1,4,Travel_Rarely,4,Yes,4,3,2,2,3,4,80,1,Y,No
EMP1869,30,18-30,Male,Married,Research & Development,Research Scientist,South,4,Life Sciences,6784,19,0,4,13,4,3,Travel_Rarely,6,No,1,3,3,3,2,3,80,1,Y,No
EMP1870,33,31-45,Male,Single,Human Resources,Manager,East,2,Medical,4196,20,2,9,7,0,4,Travel_Rarely,5,No,3,3,3,4,1,4,80,1,Y,No
EMP1871,29,18-30,Male,Married,Research & Development,Manufacturing Director,West,3,Life Sciences,7075,25,1,0,0,1,2,Travel_Rarely,1,Yes,3,2,2,3,3,3,80,1,Y,No
EMP1872,31,31-45,Male,Single,Sales,Sales Executive,West,5,Life Sciences,7648,18,1,1,5,1,2,Travel_Rarely,4,No,2,3,4,3,3,3,80,1,Y,Yes
EMP1873,18,18-30,Male,Married,Research & Development,Healthcare Representative,East,3,Marketing,6495,19,1,2,0,4,3,Travel_Rarely,7,Yes,3,3,3,2,4,3,80,1,Y,Yes
EMP1874,39,31-45,Female,Married,Research & Development,Manufacturing Director,West,4,Life Sciences,9663,11,1,1,0,1,2,Travel_Frequently,7,No,2,4,1,1,3,3,80,1,Y,No
EMP1875,34,31-45,Male,Single,Sales,Sales Executive,South,5,Other,9176,13,1,3,0,3,2,Non-Travel,12,No,1,3,4,3,4,4,80,1,Y,No
EMP1876,26,18-30,Male,Divorced,Sales,Manager,South,3,Life Sciences,6255,13,1,5,3,8,4,Non-Travel,9,Yes,3,3,3,1,4,3,80,1,Y,No
EMP1877,43,31-45,Male,Single,Research & Development,Healthcare Representative,South,3,Medical,8323,24,0,8,0,5,3,Travel_Rarely,2,No,4,3,4,4,3,3,80,1,Y,No
EMP1878,46,46+,Male,Single,Research & Development,Manufacturing Director,East,4,Life Sciences,9767,19,0,23,1,2,5,Travel_Rarely,2,No,2,3,2,3,4,3,80,1,Y,No
EMP1879,19,18-30,Male,Divorced,Sales,Sales Representative,East,3,Life Sciences,6331,13,2,18,1,2,6,Non-Travel,5,Yes,2,3,1,3,3,3,80,1,Y,No
EMP1880,27,18-30,Male,Single,Sales,Manager,South,2,Other,5528,25,1,5,1,1,2,Non-Travel,11,No,2,4,1,3,2,3,80,1,Y,No
EMP1881,27,18-30,Male,Single,Sales,Sales Representative,North,5,Human Resources,8050,24,0,9,11,0,4,Travel_Rarely,1,No,2,2,1,4,2,3,80,1,Y,No
EMP1882,27,18-30,Male,Married,Research & Development,Research Scientist,East,4,Life Sciences,7384,20,0,21,17,1,1,Non-Travel,26,Yes,3,2,4,1,2,3,80,1,Y,Yes
EMP1883,41,31-45,Female,Single,Sales,Manager,North,2,Medical,7029,11,1,0,4,2,3,Travel_Rarely,7,Yes,4,3,2,3,4,3,80,1,Y,No
EMP1884,32,31-45,Male,Divorced,Sales,Manager,East,3,Medical,7380,13,0,0,3,3,1,Non-Travel,3,No,1,1,4,4,3,3,80,1,Y,No
EMP1885,34,31-45,Male,Single,Research & Development,Healthcare Representative,East,4,Life Sciences,7758,12,3,0,4,8,2,Travel_Frequently,10,No,4,2,4,4,3,3,80,1,Y,No
